school_number,name,motto,spirit,source_url
403240,練馬,（1）自他の人格を尊重し、規範意識をもてる人間 ／ （2）自らの行動に責任をもち、社会に貢献できる人間 ／ （3）自らの目標に向かって、個性を活かし努力できる人間 ／ （4）自ら学び、考え、創造力を発揮できる人間,（1）頭髪指導・身だしなみ指導・遅刻指導・化粧指導を徹底し、全教職員で協力して規範意識や自制心を高め節度ある生活を送らせ、 開始のチャイムとともに授業を開始し、基本的主生活習慣の確立を図る。,https://www.metro.ed.jp/nerima-h/our_school/education.html
403730,練馬工科,R8年度 スクールポリシー (62KB) ／ 学校のグランドデザイン ／ 練馬工業高校グランドデザイン(pdf)(36.5MB) ／ あいさつを大事にして職業人としての立ち居振る舞いが出来る人材の育成,本校の教育課程は、進路の早期決定を行いません。生徒の能力を多面的に考慮し、生徒の適性発見を重要視しています。１年生では全生徒がものづくりの基礎を幅広く学び、２年生では選択した専門分野の技術を習得し、３年生では２年生の専門分野をさらに深め、専門的な知識・技能の学習を行います。,https://www.metro.ed.jp/nerimakoka-h/our_school/education.html
406070,日本橋,自主性と責任を重んじ、人権を尊重し、 ／ 社会の福祉に貢献する人間を育成する ／ 入学してほしい生徒（アドミッション・ポリシー） ／ しっかり学ぶ  学力の向上を目指し、地道に努力を重ねることができる生徒,都立高校ではグランドデザイン（全体構想）を策定し、その実現に向けて教育課程（カリキュラム）を編成しています。このたびよりわかりやすい形に改定しました。グランドデザインから本校の特色や魅力を読み取ってください。,https://www.metro.ed.jp/nihonbashi-h/our_school/education.html
411030,新島,グランドデザインPDF(224KB) ／ 令和8年度教育課程表(97KB) ／ 年間授業計画 ／ 令和８年度 年間授業計画,「確実な学力」を身に付け、生徒の達成感と成就感につなげ、明朗闊達かつ明るく元気な学校生活を送る人材の育成を図る。 実践的な防災教育及び実践的なキャリア教育をとおして、社会のグローバル化にも対応できる逞しく生き抜く人材の育成を目指す。,https://www.metro.ed.jp/niijima-h/our_school/education.html
403050,西,｢文武二道｣を奨励し､豊かな人間性や協調性を涵養し､｢自主自律｣の態度を育成する ／ 一人一人の個性の伸張を図り、将来の生き方を見通した「進路実現」を支援する ／ （2）学習指導 ／ 「授業で勝負」を合言葉に、生徒と教員で創造する質の高い授,本校の授業は、内容も高めで、スピードも速く感じられるかもしれません。この授業を消化・吸収することはなかなか大変です。予習・復習を怠らず、必要なら先生への質問なども積極的にしてください。授業を大切にした一日一日の積み重ねが幅広くものを考える力をつけ、結果として大学入試に対応できる実力を養うことになります。大学入試というと予備校に通って実力をつけようという考え方もありますが、学校と予備校の授業の両方を消化することは大変なことです。さらに、予備校に通うには時間的なロスもあります。学校の授業をいい加減にして予備校に行けば何とかなるというのは安易な考えです。まず、学校の授業を大切にしてください。,https://www.metro.ed.jp/nishi-h/our_school/education.html
403810,農芸,目指す学校像（３つの方針） ／ (１) グラデュエーション・ポリシー（育成を目指す資質・能力に関する方針） ／ 豊かな人間性、健康 ／ 主体的な進路選択能力,中途退学者、原学年留置者ともに0を目指し、教科指導、進路指導及び生活指導の充実を図る。,https://www.metro.ed.jp/nogei-h/our_school/education.html
410810,農業,（2）教育目標の考え方 ／ キャリア教育を推進し、生徒一人一人の進路希望の実現を支援する。 ／ 明るく、たくましく、思いやりがあり、社会の変化に主体的に対応できる人材を育成する。 ／ 地域社会や関係機関と連携し、地域産業の発展に貢献できる人,農高生の日々はとても忙しいです。専門科目や普通科の授業や実習、課題研究、校外学習、部活動、学校行事とそれぞれが充実した時間を過ごしています。基本的には専門学科で過ごすことが多いですが、部活動や委員会、農業クラブ、体育祭、農高祭の学校行事など、協働的かつ教科横断的な学びの場にも恵まれています。また、専門学科に関わる外部講師も多数来校され、確かな学力と高い専門性を身につけることができます。,https://www.metro.ed.jp/nogyo-h/our_school/education.html
406810,農産,社会の変化に主体的に対応して自ら学び、目標に向かって努力する姿勢を培う。 ／ あいさつと感謝の気持ちを大切にし、自他の生命と個性を尊重する心を育てる。 ／ 先生からのメッセージ（園芸デザイン科） ／ ようこそ農産高校園芸デザイン科へ！,科名の園芸デザイン（フラワーデザイン）の他に野菜、草花、果樹の3つの分野、また造園についても学ぶことできます。機会があれば体験入学や学校説明会などに参加して、園芸デザイン科の学習内容に、直接、触れてもらえると嬉しいです。,https://www.metro.ed.jp/nosan-h/our_school/education.html
407230,野津田,人権尊重の精神を育成し、共同生活体としての連帯感や所属感を養う。 ／ 権利と義務、自由と責任との調和を図りつつ、自ら学び考え行動する能力を養う。 ／ グランドデザイン ／ 令和8年度グランドデザイン(196KB),以上のことを基に、個性と創造力を伸ばす教育を重視し、心身ともに健全で、社会に貢献できるスペシャリストを育成する。,https://www.metro.ed.jp/nozuta-h/our_school/education.html
405420,小台橋,スクールポリシー ／ １．【アドミッション・ポリシー】（このような生徒に入学してほしい！） ／ 本校の教育の特色を理解し、それらを生かした学習活動に取り組むことができる生徒 ／ 入学後の高校生活とこれからの人生に志（夢や希望）をもっている生,選択とは自由そのものです。選択を他の人や他の価値観に委ねてしまうことは自分の自由を委ねてしまうことです。ぜひ多様な選択肢から自分の意志で選択決定してください。たとえ困難な場面にぶつかっても自分の意志で選択した場合には必ず切り抜けることができます。自分の力で選択することが成長への大きな一歩になるのです。,https://www.metro.ed.jp/odaibashi-he/our_school/education.html
406410,大江戸,創造的な人間～基礎学力を身に付け個性豊かで創造的な人間 ／ 信頼される人間～規律とマナーを身に付け自他を尊敬し責任を重んずる人間 ／ の育成に向けた教育を推進する。 ／ 学校のグランドデザイン,本校は、生徒一人一人が知性、感性、道徳心や体力を育み、人間性豊かに成長し、社会で自立していく力をつけることを願い、,https://www.metro.ed.jp/oedo-he/our_school/education.html
414010,小笠原,（2）学校の教育目標を達成するための基本方針 ／ 小規模・少人数学級の長所を生かしたきめ細やかな教育活動を実践する。 ／ 3年間の体系的なキャリア教育・探究活動を通し、卒業時に全ての生徒の進路実現を目指す。 ／ 土曜講習や自習の場を充実させ,小笠原の自然を慈しみ、世界自然遺産に育まれていることに感謝し、自然と共存する豊かな心を培うため、生徒の自然保護活動やボランティア体験を充実させ、理数教育、海洋教育を推進する。 人的・物的財産を地域へ公開・開放し、地域社会の学力向上、青少年の健全育成及び文化的・体育的活動の拠点としての役割を高め、併せて高校の施設・教育活動の広報に努める。,https://www.metro.ed.jp/ogasawara-h/our_school/education.html
407250,小川,礼節と思いやりに満ちた人間関係の構築と社会貢献できる心の育成 ／ 社会の変化に柔軟に対応する力と国際社会に向けて積極的に行動する力の推進 ／ グランドデザイン ／ グランドデザインPDF(169KB),礼節と思いやりに満ちた人間関係の構築と社会貢献できる心の育成　令和８年度年間行事予定表　令和８年度教科指導の重点,https://www.metro.ed.jp/ogawa-h/our_school/education.html
403040,荻窪,1年次：「自分を知る」 ／ 2年次：「他者との協働」 ／ 3年次：「社会と自分」 ／ 4年次：「社会と職業」,イ 生徒指導規定に基づきながらも、生徒の個別の状況を考慮しつつ画一的ではない生活指導、授業規律指導、マナー挨拶指導を徹底し、生徒の規範意識の育成を図る。,https://www.metro.ed.jp/ogikubo-he/our_school/education.html
403230,大泉,自 律 自ら律し、他を尊重する ／ 創 造 自ら拓き、社会に貢献する ／ 学校のグランドデザイン ／ 学校のグランドデザインPDF(719KB),中1･中2･中3総合的な学習の時間　令和8年度 教科指導の重点,https://www.metro.ed.jp/oizumi-h/our_school/education.html
403510,大泉桜,社会の変化に対応し、生涯にわたって学び続けることができる主体的な生徒の育成。 ／ 豊かな情操や感性を身につけ、責任感と規範意識を持つ社会に貢献できる生徒の育成。 ／ 自らの在り方生き方を考え、将来への意欲や目的意識を持つ自立した生徒の育成。,本校の生活指導基準や授業規律を守り、時と場に応じた身なりや所作のできる生徒の育成を図る。,https://www.metro.ed.jp/oizumisakura-h/our_school/education.html
408420,青梅総合,margin-left: 4rem; ／ text-indent: -4rem; ／ 具体的には、５つの教育目標を次のように考えています。 ／ 自主「自分を律し、主体的に物事に取組める人」,校内を歩いていると、生徒たちが自然にあいさつをしてくれたり、「何かお困りですか」と声をかけてくれたりする場面にたびたび出会います。そうした姿を見るたびに、この学校には人とのつながりを大切にする温かい雰囲気があると感じています。また、自分で時間割をつくるという総合学科の特長の中で、自分の進路や興味に向き合いながら主体的に学ぼうとする姿にも、大きな可能性を感じています。,https://www.metro.ed.jp/omesogo-h/our_school/education.html
401250,大森,学校のグランドデザイン ／ グランドデザインPDF(737KB) ／ 教科指導の重点 ／ R8 教科指導の重点(117KB),そのため、生活規律を適切に指導して規範意識と自律心を育て、主体的・対話的で深い学びを実現させる授業改善に取り組むとともに、３年間を見通したキャリア教育を実施する。,https://www.metro.ed.jp/omori-h/our_school/education.html
401210,大崎,「誇りを胸に」変化の激しい社会をたくましく生きる、タフな人材の育成 ／ ■校訓 School Precepts ／ 磨き、高め、輝け ／ 大人の感性を 磨き 、人間力を 高め 、夢をもって 輝け,「誇りを胸に、変化の激しい社会をたくましく生きる、タフな人材の育成」を教育目標とし、コミュニケーションを通した語彙力・表現力等の習得、地域や仲間との連携を通した人間力の育成、自制心を鍛えた潜在能力の発揮を基本方針とした教育活動を通じて自信と誇りをもって活躍できる生徒を育成します。,https://www.metro.ed.jp/osaki-h/our_school/education.html
411010,大島,誠実 Sincerity ／ 自分の心に嘘をつかない。 ／ 敬愛 Respect ／ そのものの価値を認め、尊重する。,郷土を敬愛し、自己の尊厳を覚り、真理を究明し、誠実をもって事を達成し、常に健康かつ明朗で勤労を貴ぶ人材を育成する。,https://www.metro.ed.jp/oshima-h/our_school/education.html
401620,大田桜台,「使える英語」を身につける ／ ビジネスで「役立つスキル」を身につける ／ 3年間を通したキャリア教育 ／ 大田桜台高等学校の教育の紹介,本校では生徒たちが自らを律する生活ができるよう、ノーチャイム制を採用しています。時間に対する意識を高め、先の見通しを立てて自主的に行動する力を身につけます。また、明るい挨拶や正しい言葉遣い、身だしなみの指導を通し、様々な人と気持ちよく円滑にコミュニケーションを図るためのスキルを養います。,https://www.metro.ed.jp/otasakuradai-h/our_school/feature.html
402530,芦花,創造：創造的精神に溢れ、国際社会に貢献しようとする意欲のある生徒を育成する。 ／ 誠実：人権尊重の精神に溢れ、仁慈に富み、明朗かつ誠実な生徒を育成する。 ／ 自己の主体性を基軸にした、学びに向かう力や人間性 ／ 現実世界を意味あるものとして,自主：自学自習の精神に溢れ、生涯にわたり自主的に学び行動する生徒を育成する。 教育目標に基づき、グローバル社会、超スマート社会・創造社会Society5.0 を生きる力の育成を目指します。,https://www.metro.ed.jp/roka-h/our_school/education.html
401420,六本木,学習や部活動を通じ、自分のやりたいこと、自分に合うこと、安らぎの場所・友人を見つける。 ／ 共に学びあう中で、自分の個性や能力を伸ばし、自分を鍛え、力を蓄えていく。 ／ 未来をひらく ／ 大きな可能性を持つ自分を認め、未来に向かって更なる挑,・単位制、総合学科、三部制の趣旨を十分活かした弾力的な教育課程を編成し、生徒一人一人をきめ細かく指導し、個性や創造力を伸ばしながら、自らの将来の自立に向けて資質や能力を発見し、自己実現を図る力を育むと共に自ら学び、考え、行動する力を育てる。,https://www.metro.ed.jp/roppongi-he/our_school/education.html
406010,両国,自ら考え，学ぶ生徒 ／ 「自ら考え，学ぶ」態度を身に付け，未来を切り拓く意欲と行動力のある生徒。 ／ 高い志と使命感をもった生徒 ／ 豊かな教養を身に付け，社会に貢献する高い志と使命感をもち，責任を果たす生徒。,両国高校では、自らを厳しく律し、自ら進んで学ぶという「自律自修」の校訓のもとに日々の学校生活を送っています。授業を大切にする両国ですが、内容は基礎基本をしっかりと学習することから始め、やがて応用、発展的な内容も扱うようになっていきます。両国の授業でしっかりと学ぶことで、自らの進路実現への道筋がしっかり見えてきます。友人とともに学びながら、生徒一人一人が高い志を持ち、より大きな目標へと向かって努力しています。,https://www.metro.ed.jp/ryogoku-h/our_school/education.html
403010,鷺宮,高い志をもって、自己実現に向けて積極的に挑戦する生徒 ／ ○ 「協調・Cooperation」 ／ 自己を知り、他者を知り、社会を知り、友情を育む生徒 ／ ○ 「信頼・Confidence」,高い志をもって、自己実現に向けて積極的に挑戦する生徒　自己を知り、他者を知り、社会を知り、友情を育む生徒　ルールやマナーを守り、誠実で責任感のある生徒　伝統の上に立ち、新しい文化を自らの力で創り上げていく生徒　本校の教育目標は、この4つのことがらを実現できる生徒の育成を掲げています。　令和８年度 鷺宮高校教科指導の重点,https://www.metro.ed.jp/saginomiya-h/our_school/education.html
402220,桜町,グランドデザイン ／ グランドデザイン(539KB) ／ スクール・ポリシー ／ スクール・ポリシー（桜町高校全日制課程） (229.8KB),1日の多くの時間を費やす学校生活｡1人1人が明るく､楽しく､前向きに取り組めるような環境や雰囲気が大切です｡本校は､長閑で落ち着いた環境の下､生徒たちの雰囲気は､明るく穏やかです｡こうした背景もあり､生徒同士はもとより､先生たちとの人間関係も良好です｡生徒の皆さんの挨拶の多さが､物語っているかと思います｡多くの生徒が高校生活に満足し､人生のための十分な糧を得ていることでしょう｡,https://www.metro.ed.jp/sakuramachi-h/our_school/education.html
402410,世田谷泉,人間尊重の精神に基づいた豊かな心を持ち、進んで社会の発展に貢献できる人間の育成を目指して、 ／ 次の教育目標により都民に信頼される教育を推進する。 ／ 人や“もの”との出会いを大切にし、それぞれの良さを知る。 ／ 出会いを通して自分を知り、,授業時数の確保、授業規律の確立を図るとともに、生徒による授業評価に基づく校内研修を通じ、生徒の学習意欲を高める工夫をする。また、国語･数学･英語の必履修科目を習熟度別、地歴公民･理科･家庭･情報の必履修科目を少人数授業にするとともに、学力スタンダードを設定して、学力の向上を目指す。,https://www.metro.ed.jp/setagayaizumi-he/our_school/education.html
402420,世田谷総合,自らの進路を探索する学習を通して、将来の目標に向かって挑戦する意欲を育てる ／ ものづくりなどの体験学習を通して、豊かな創造性と科学技術の発展に貢献する態度を育てる ／ 身近な地域の環境、文化、福祉などの学習を通して、地域社会に貢献する態度,ビジネスや情報に関する学習を通して、国際的素養と経済社会の発展に寄与する能力・態度を育てる 高い志を持ち、心身ともにたくましく、かつ柔軟な感性を磨き、これからの時代を充実した人生と共に生き抜く人間の育成を目指す 。,https://www.metro.ed.jp/setagayasogo-h/our_school/education.html
403210,石神井,自ら学習に励み、生得の才能を伸ばし、高い矜持をもつ ／ 2 Work Together ／ 自他を尊重し、他者と協働して高め合い、新たな価値を創造する ／ 3 Challenge Globally,現在、石神井高校は、「チーム石神井で文武二道の両立を！」をスローガンに、全校をあげて学力向上と現役での大学進学率の向上に努めているところです。とくに、授業規律を重んじた５０分を大切にする授業、１年生からの学年段階に応じた丁寧な進路指導に力を入れています。また、土曜日授業や夏期講習などを実施し、さらに特進クラスを設置してより上位の大学進学希望者を協力にサポートしています。制服の着用を義務付け、頭髪を染めたり脱色したりすることを禁止し、学校全体が生活規律を重視する方向で動いています。過去に本校は、「部活動推進指定校」に加え、東京都教育委員会より「スポーツ教育推進校」に指定され、また「体力向上推進優秀校」として表彰されました。全校生徒の９０％が加入している部活動や伝統の体育祭など「スポーツの石神井」「運動の石神井」も健在です。石神井高校は、確かな学力を身につけ、自己実現をめざす生徒を全力で応援し,https://www.metro.ed.jp/shakujii-h/our_school/education.html
402060,新宿,「自主・自律・人間尊重」 ／ 進学重視型単位制高校 ／ 進学指導特別推進校 ／ 創立から続く大家族主義,本校の教育目標であり、校訓でもある自主・自律の精神に基づき、生徒一人ひとりに責任ある行動を自覚させるとともに、個々の問題について厳しく指導しています。制服については、標準服が定められています。自転車通学は禁止しています。,https://www.metro.ed.jp/shinjuku-h/our_school/feature.html
402520,新宿山吹,通信制課程 グランドデザインPDF(180KB) ／ 定時制 教育課程 ／ 定時制 教育課程表 令和8年度入学生(普通科)PDF(175KB) ／ 定時制 教育課程表 令和8年度入学生(情報科)PDF(180KB),定時制 教科指導の重点　通信制_通信教育実施計画　通信制 教科指導の重点,https://www.metro.ed.jp/shinjukuyamabuki-h/our_school/education.html
405050,忍岡,「たくましく生きる力を身に付けた国際社会に有為な人材を育成する」 ／ 2 スクール・ミッションとスクール・ポリシー ／ (1)スクール・ミッション ／ (2)グラデュエーション・ポリシー（教育活動を通じて育成する生徒の姿）,基礎・基本の充実、専門家と連携した多様な選択科目や教育活動を通じて、個々の可能性を広げ、自分の道を切り拓く力を育てるとともに、自ら考え、判断し、行動し、互いに認め合い、豊かな人間性と社会性をもった、どのような状況の中でも常に学び続ける人間を目指して、たくましく生きる力を身に付けた国際社会に有為な人材を育成します。,https://www.metro.ed.jp/shinobugaoka-h/our_school/education.html
406280,篠崎,自分の良さを認識し、多様な人々と協働しながら、変化の激しい社会の担い手を育成する ／ 基礎学力を培い、自ら学び考え行動する力を育てる ／ 自らを律し、互いの人格を尊重し、多様性を重んじる態度を育てる ／ 自己肯定感を高め、社会に貢献する精神,基礎学力を培い自ら学び考え行動する力、自らを律し互いの人格を尊重し多様性を重んじる態度、自己肯定感を高め社会に貢献する精神を育てることを目指し、「伸ばします あなたの可能性」を合言葉に、分かる授業の実践、他者への思いやりを育む心の教育、中高連携事業や探究的活動を通して、地域社会に貢献できる生徒を育成します。,https://www.metro.ed.jp/shinozaki-h/our_school/education.html
408040,昭和,叡智を磨き、公正な判断力と規範意識を持ち、正義を実現する心を育む。（正しい心） ／ 勤労を尊び奉仕の心を持ち、明朗で健康的な生活を送る心を育む。（明るい心） ／ 先生からのメッセージ ／ 教務主任 小畠 一基,本校の在校生に学習のことについて尋ねると、毎週取り組む「週課題」の量が多いという声が聞こえてくるでしょう。それは多摩地区では本校だけが指定された「アドバンス校」（平成26年度より指定）として、進学指導推進校の上位を目指しているからです。本校に入学した生徒は1年次から、自学自習の習慣化、国公立大学・難関私立大学への進学を目指した学力向上のため、計画的に毎週の「週課題」を国数英の3教科で実施しています。こうした手厚く、きめ細やかな学習指導を学校全体で実施し、教職員全員が一丸となり、生徒に寄り添いながら学習を支援していきます。夏期講習では毎年約80講座の講習が組まれ、3年生は1人あたり平均5～6講座の講習を受講して、受験勉強に励んでいます。こうした取り組みや充実したサポート体制が、進学実績の伸びに結びついています。ぜひ本校の教育活動をご理解いただき、本校を希望する中学生の皆さんには、「自分に責任,https://www.metro.ed.jp/showa-h/our_school/education.html
407510,翔陽,＜スクール・ミッション＞ ／ ＜教育目標＞ ／ 〇基礎的な知識・技能を育成し、探究的・横断的な学習から実践力を育成する ／ 〇自主的な学習態度を養い、思考力・判断力・表現力や創造力を育成する,「自学・自律・自信」をモットーに、探究的な学び・キャリア教育・国際理解教育・豊かな人間性の育成に重点を置いた教育活動を展開し、探究学習の実践を通して、国際社会で活躍できる、創造性や対人能力を身に付けた生徒を育成します。,https://www.metro.ed.jp/shoyo-h/our_school/education.html
402750,総合工科,先生からのメッセージ ／ 教務主任：石川 信太郎 ／ 学校のグランドデザイン ／ グランドデザインPDF(391KB),進学を重視している専門学科高校として、普通科「数学」「英語」「物理」の3教科で 習熟度別授業 を行っています。個々の学力に応じた少人数指導により教員の目が届き、 個々に合った分量・スピード で学習ができます。また、「朝学習の 学び直し 」や、土曜日の外部講師による 学習サポート 、長期休業期間中の 講習会 を実施し、生徒は各々で頑張っています。3年生になると午後は毎日、 選択科目 が設けられており、各自の進路に向けて取り組んでいきます。,https://www.metro.ed.jp/sogokoka-h/our_school/education.html
403070,杉並,豊かな国際感覚を備えたグローバル人材育成 ／ GE-NET EE指定校（英語教育研究推進校） ／ 英語科では、習熟度別の少人数授業を取り入れ、一人一人の理解に応じた授業を展開しています。 ／ 海外学校間交流推進校,総合的な探究の時間の探究学習として、1年生を対象に「杉並ismプロジェクト」をスタートしました。本校生徒と地域の方々との対話を通じて、 自分と地域、自分と社会のつながりを意識しながら、地域の未来を創る本物の体験をすることを目的としています。生徒は、杉並ism プロジェクトを通して、なりたい自分を実現します。,https://www.metro.ed.jp/suginami-h/our_school/feature.html
403720,杉並工科,・個性を伸ばし、自主的にして協調性のある人をつくる。 ／ ・豊かな教養を備えた地球環境に配慮できる技術者をつくる。 ／ 本校の教育目標を達成するために、育てる力を定めています。 ／ ・幅広い教養を身につけ、生涯にわたって学び続ける力を育てま,ITや環境に関わる知識は、これからの世の中では、必要不可欠な当たり前の知識で、身に付ければ必ず役に立つ知識です。そして、今、産業界のあらゆる業種で、ITスキルと環境リテラシーを兼ね備えた人材が必要とされています。だから、本校にIT・環境科を設置して、杉並工科高校に入学してくる全ての人に、従来の国語や数学、英語などの授業と一緒にITと環境に関する授業を受けてもらうことにしました。,https://www.metro.ed.jp/suginamikoka-h/our_school/education.html
403410,杉並総合,スクールミッションポリシー ／ スクールミッションポリシー (93.6KB) ／ グランドデザイン ／ グランドデザイン(135KB),○ 個々の違いを理解し、自他の生命やルール･マナーを尊重するとともに、優れた国際感覚を持ち、世界を舞台に活躍できる人間の育成。 ○ 変化する社会にあって主体的に生きるための基礎・基本を身に付け、生涯を通じて学ぼうとする意欲と能力を持つ人,https://www.metro.ed.jp/suginamisogo-h/our_school/education.html
406020,墨田川,進学重視型単位制高校＆進学指導推進校 ／ 学業と学校行事・部活動との両立 ／ 100年の歴史と伝統 ／ 墨田川の授業,本校は令和4年度より、土日祝日は家庭学習や週末課題、部活動などに生徒が主体的に取り組めるようにするとともに、大学入学共通テストや難関私立大学の受験に対応できる時間数を確保できる「45分7時間授業（月～金）」を展開しています。また、放課後や長期休業日中の講習・補習、職員室前の廊下での生徒からの質問のやり取りや面談など、本校の先生方は1分1秒もおろそかにしていません。,https://www.metro.ed.jp/sumidagawa-h/our_school/feature.html
406730,墨田工科,(1) 学校の教育目標 ／ 生徒一人一人の知・徳・体の調和ある発達を図り、産業界が求める人材を育成する。 ／ を通して、確かな技術力と望ましい社会性を身に付け、自信や誇れるものを持つ生徒を育成する。 ／ (2) 学校の教育目標を達成するため,キャリア教育の充実と「人間と社会」の体験活動の一環として２学年生徒全員によるインターンシップの実施等を通し、生徒の自己実現を図る体制づくりを全教職員で意図的・計画的に推進し、よりよい生き方を主体的に選択し行動する力を身に付けさせる。,https://www.metro.ed.jp/sumidakoka-h/our_school/education.html
408030,砂川,【1】レポート提出による学習 ／ 【2】スクーリングによる学習 ／ レポート作成にかかる疑問点を解消することができます。質問することもできます。 ／ （例）「現代の国語」のスクーリング規定時間数２／「数学Ⅰ」のスクーリング規定時間数４,科目ごとに定められた時間数の登校スクーリングに出席することにより学習を進めます。単位修得には定められた時間数の登校スクーリング出席が必要です。スクーリングは土曜日の８：４０分～１５：５０まで５０分、７時間で行います。,https://www.metro.ed.jp/sunagawa-hc/our_school/education.html
406910,橘,地域や社会で産業人として活躍できる人を育てる。 ／ 人に感謝し、感謝される人を育てる。 ／ 規範意識と社会性を身につけた人を育てる。 ／ 高き理想（志）を掲げ、その夢の実現のために積極的に挑戦する人を育てる。,・集団生活における規範意識を身に付けさせ、他者を敬い、礼儀や規律を尊重する態度を育む。,https://www.metro.ed.jp/tachibana-h/our_school/education.html
408010,立川,立川高校（全日制課程）グランドデザイン (143.5KB) ／ 教育課程表-普通科 ／ 教育課程表-創造理数科 ／ 2026年間授業計画,主体的かつ創造的な学習への意欲を高め、基礎学力の充実と論理的思考力・健全な批判力を養い、世界に向けて発信することのできるリーダーとしての素養の獲得 文理にこだわらない幅広い素養と情報活用能力等を高いレベルで併せ持ち、それらを活かして新しいイノベーションを生み出すことのできる人材の育成,https://www.metro.ed.jp/tachikawa-h/our_school/education.html
408430,立川緑,【個 性】自分らしさと他者の個性を大切する ／ 【居場所】目標に向かってチャレンジできる（心の）居場所をつくる ／ 【自 立】社会の一員として自立し、他者と協働して未来を創り出す ／ Ⅱ スクール・ポリシー,正解のない社会の中で成長し続けるため、「本校のキャリア教育で育む４つの力」の育成を教育活動全体で推進していきます。 多様で柔軟な参加型の教育活動と肯定的評価のもと、生徒が学ぶ楽しさや意義を見いだし、主体的にチャレンジする精神を養います。,https://www.metro.ed.jp/tachikawamidori-he/our_school/education.html
403280,田柄,規律ある学校生活の中で、確かな学力を身に付け、国際社会に生きる広い視野をもった人を育成する。 ／ その実現のため、以下の目標を掲げる。 ／ 高い規範意識をもって、ルールやマナーを守る生徒を育てる。 ／ 広い視野をもち、国際社会に貢献と活躍で,規律ある学校生活の中で、確かな学力を身に付け、国際社会に生きる広い視野をもった人を育成する。,https://www.metro.ed.jp/tagara-h/our_school/education.html
404260,高島,2．自主性を伸ばし、規律と秩序を重んじる人物を育成する。 ／ 3．知性を高め、個性豊かで創造力に富む人物を育成する。 ／ 4．強い意志をもち、健康で情操豊かな人物を育成する。 ／ 大学進学に重点を置いたカリキュラム,始業時間の8:30から、英・数・国を中心に様々な教科の基礎基本を学習します。近年、キャリア学習も導入しており、幅広い学びを行う場となっています。 また、朝学習の導入以降、遅刻をする生徒が激減しました。生活規律が整うことで落ち着いた学習環境が生まれ、学習習慣の定着につながっています。,https://www.metro.ed.jp/takashima-h/our_school/education.html
404010,竹早,「自主自律」主体的に自己実現を図り、責任ある言動をとり、自分らしく生きる ／ 「眞実一路」真理を求めて意欲的に学び、幅広い知識と能力・適切な判断力・豊かな表現力を培う ／ 「清新溌剌」感性豊かな心と健やかな体を育み、生命・自然を大切にして、,本校は「自主自律」の精神のもと、確かな学力とともに自己実現に努力する意思と生涯学び続ける意欲を育む学校でありたいと考えています。そして、入学した生徒には、卒業後すぐの進路のためだけでなく、20年後の自分を見据えて学習してもらいたいと考えています。,https://www.metro.ed.jp/takehaya-h/our_school/education.html
405070,竹台,人権尊重の理念を基盤に、生徒が高い「規範意識」をもち、「感謝・礼儀・思いやり」を励行する。 ／ 確かな学力を向上させ、自ら学び考え行動する、個性と創造力豊かな人間を育てる。 ／ 特別活動、部活動の振興を通して、生徒の心身を鍛える。 ／ 生命,竹台高校では、２年生から文系と理系に分かれて問題演習に取り組む時間を確保し、確実に進路実現につなげられるようにしていきます。また、１年生の英語で習熟度別授業を行っております。そして、生徒の希望に応じた様々な進路に対応するための多種多様な選択授業が用意されています。さらに、長期休業中や土曜日などに講習や補習の実施を企画し、開催しています。竹台高校では多様な選択肢を通じて生徒の個性や進路に合わせた学びを支援しています。,https://www.metro.ed.jp/takenodai-h/our_school/education.html
408210,多摩,スクール・ミッション ／ 目指す学校像 ／ 生徒が、いじめや体罰がなく、安全・安心に明るく生活できる学校 ／ 教職員が、学校経営計画のもと、より良くしていこうとする組織風土のある学校,多摩高校では、3年間の学校生活（学習・学校行事・部活動等）を通して、社会で生きていく、もっと具体的に言えば、将来多様な人々とともに働いていくための力、卒業後に役立つ【社会人基礎力】を生徒に身に付けてもらうことを目標にしています。,https://www.metro.ed.jp/tama-h/our_school/education.html
409730,多摩科学技術,進路実現に必要な学力を確実に育てる。 ／ 柔軟な発想力と論理的な課題解決力を育てる。 ／ 社会人としての責任感と豊かな人間性を育てる。 ／ 自らの可能性に気づかせ、未来をひらく志を育てる。,本校の生徒は、理科、数学、実験、工作、コンピューター、ロボットなど、理系に興味・関心のある生徒が多くいます。個性的で理系が大好きな仲間があなたを待っています。そして、その仲間たちと3年間の高校生活を送ることができます。研究と探求の毎日は学力や偏差値だけでは測ることができない、本校の大きな魅力です。,https://www.metro.ed.jp/tamakagakugijutsu-h/our_school/education.html
408710,多摩工科,互いの人格を尊重し、思いやりと規範意識のある豊かな人間性を育てる。 ／ 心身の健全な育成を図り、勤労と責任を重んじる態度を育てる。 ／ 社会生活に必要な基礎･基本的な能力と実践的技術者としての能力･態度を育成する。 ／ (2) 学校の教育目,本校の教育目標を全生徒に周知するとともに、生活指導や部活動を通じて規範を重んじる行動を身に付けさせ、学校生活を通じて他者を思いやる豊かな心の育成に努める。,https://www.metro.ed.jp/tamakoka-h/our_school/education.html
